,              Acidovorax_B defluvii,              Acidovorax_B carolinensis,              Acidovorax_B soli,              Acidovorax_B sp002176815,              Acidovorax_B delafieldii_A,              Acidovorax_B delafieldii_B,              Acidovorax_D temperans,              Acidovorax_D sp000302535,              Acidovorax_D sp002754495,              Acidovorax_D sp001411535,              Acidovorax_D sp001633105,              Acidovorax_D sp002754175,              Acidovorax_D kalamii,              Acidovorax_D sp000238595,              Acidovorax_D delafieldii_A,              Acidovorax_D sp003058055,              Acidovorax_D radicis,              Acidovorax_D sp001714725,              Acidovorax_D sp003060895,              Acidovorax_D sp002797445,              Acidovorax_D sp001464865,              Acidovorax_D sp001422735,              Acidovorax_D sp001424425,              Rhodoferax sp002251855,              Rhodoferax sp002943465,              Rhodoferax sp002256115,              Rhodoferax sp001795455,              Rhodoferax saidenbachensis,              Rhodoferax sp001770935,              Rhodoferax fermentans,              Rhodoferax ferrireducens_A,              Rhodoferax ferrireducens,              Rhodoferax antarcticus,              Rhodoferax sp002413825,              Rhodoferax sp002163715,              Rhodoferax sp002381045,              Rhodoferax sp001871515,              Rhodoferax sp001771065,              Rhodoferax sp002786915,              Rhodoferax sp002390825,              Rhodoferax sp002842265,              Rhodoferax sp002789915,              Rhodoferax sp002784245,              Rhodoferax sp002422455,              Rhodoferax sp003133245,              Hydrogenophaga pseudoflava,              Hydrogenophaga sp002001205,              Hydrogenophaga sp003509765,              Hydrogenophaga flava
              Rhodoferax sp002251855,0.32967220304275346,0.3610609294375981,0.21743008269949834,0.4038729146989203,0.3241380405079425,0.2175068494594384,-0.3282159506969374,-0.09957857313241533,0.606371851948495,0.49117189065516365,0.8199283492427563,0.6010973554858918,0.8010569211919488,0.2063002790971804,-0.17784453742537412,0.4777415079831384,0.7139623635804608,0.28267383845216776,0.7590940479818388,0.5569858190638102,0.5494213903771038,0.42347798038940226,0.42347798038940226,1.0,0.9677832653769127,0.6004549108010058,0.9571406143534075,0.7266812411764909,0.6469444233446683,0.5015706896593801,0.48723352877072773,0.48608654545295865,0.523199715180312,0.39945392332778323,0.7149085867883521,0.495697236389615,0.45952967739221173,0.4352114972328897,0.439608416622036,0.8792097198187664,0.4600468138224785,0.43213642322317886,0.4441431086845316,0.2922735327323255,0.4165444713615509,0.3790944348983388,0.46467867825337433,0.47602080929032253,0.34235074962475653
              Rhodoferax sp002943465,0.4241146638733412,0.45522013045180415,0.2969662533097342,0.5150822219173816,0.3928865156318549,0.3010238512392907,-0.3527387343006804,-0.12145879180804826,0.5130942269410642,0.44231261567954316,0.7831925175191927,0.49616828503010024,0.7335561413054371,0.24526584424665437,-0.1859528888206716,0.440757003548901,0.7233098063400978,0.30626005317601135,0.6840364394497908,0.6126441640614233,0.5746259389926858,0.45849353299822276,0.45849353299822276,0.9677832653769127,1.0,0.7269009124406252,0.9775415118123427,0.8452217605140996,0.7732913218761153,0.6039994938022435,0.5924788178003214,0.6321431233081857,0.6439567148104296,0.5079212431798378,0.559921180205043,0.611496039513057,0.5488412485669182,0.5226734127982302,0.5242407588691336,0.7992462097328169,0.5541527976647438,0.526100622880018,0.5328667985972472,0.4229353132725549,0.5400828222856712,0.46849972431219744,0.5820074698481668,0.6323946755973552,0.418505972759576
              Rhodoferax sp002256115,0.5851546682057994,0.6034280612306592,0.48430784523775067,0.653714398027132,0.5095284982739043,0.49270470342562706,-0.13334758528912588,-0.004161635452247902,0.2522389448879284,0.12087381173669265,0.5248935227135167,0.13691534068517136,0.36207894868916307,0.37133875112467635,0.023357963981838557,0.2650603676085396,0.48233986450919025,0.4114428722690497,0.2924494926957277,0.6026246611537284,0.5661720758195131,0.44398184354760617,0.44398184354760617,0.6004549108010058,0.7269009124406252,1.0,0.690613451141193,0.8430023522398065,0.7819606029244826,0.7434586934691687,0.736010038313242,0.7752980582935308,0.7513796697086251,0.6542130224474058,0.03986558101876577,0.78793566587619,0.6376705261318029,0.5474986691427892,0.5992639197402275,0.41705955120555716,0.5731458136022979,0.5473548409887111,0.5516481371124541,0.6324961976214849,0.8036427304876922,0.4413380758158336,0.5789058554286532,0.6887939021180887,0.3849045218651478
              Rhodoferax sp001795455,0.32023788644649004,0.33622206690756945,0.15977934963164223,0.4029776050057703,0.2826141827663347,0.17330452618121225,-0.4466119917057479,-0.21872227374470718,0.46546647990225404,0.5465445127830482,0.7798325728379769,0.5518876015183075,0.7824778056536372,0.12152618022312937,-0.2948138649220674,0.43499851511918375,0.7467464540273572,0.19416087035652757,0.7225744777042993,0.5848074140011656,0.48885624914933623,0.4055642431199265,0.4055642431199265,0.9571406143534075,0.9775415118123427,0.690613451141193,1.0,0.8218049856823713,0.764902659595359,0.4973593860515108,0.49128739336819954,0.5759101502078332,0.5477561450574571,0.4839857331118429,0.6246884612897281,0.5645768259013303,0.4722417548703142,0.4388726867012979,0.43492727069340864,0.8110480920990791,0.4732681257687877,0.44027453368128483,0.4541323083853811,0.3639716519833256,0.4610059518119304,0.5454815649315475,0.6046657087055914,0.6074848781779691,0.5177496935438004
              Rhodoferax saidenbachensis,0.5036515512065858,0.541904309586345,0.3822461983780081,0.6571594299950554,0.4330670929350899,0.3783939259506283,-0.3573981709289934,-0.15705018404660148,0.2671817651097717,0.3305091524054368,0.6289392967884784,0.2990984230860169,0.5537219083433668,0.2997743713571751,-0.19186702703136094,0.3705834353691769,0.6396700533501332,0.29652936068125063,0.4931099776120451,0.6819156611549362,0.5052720915720708,0.41763710791667247,0.41763710791667247,0.7266812411764909,0.8452217605140996,0.8430023522398065,0.8218049856823713,1.0,0.9323240591022282,0.6500255777349536,0.6425662657863939,0.8876956759292642,0.6784736854015407,0.690214697078431,0.22648308629860006,0.7760559022518625,0.5755494464521733,0.5184896070888848,0.5358102168868225,0.5412649755015351,0.5673136379119629,0.5283213077658565,0.542402322883456,0.5657993105821013,0.6819788540120293,0.577954763053666,0.691733086097702,0.7497461008998373,0.5269199300248842
              Rhodoferax sp001770935,0.47647693044445477,0.5046587359475126,0.3411888304488213,0.6219589093954487,0.4234986839968166,0.3703750198411097,-0.36699036347541747,-0.20376455613978992,0.21416807415532774,0.3497196368770034,0.5752704947325954,0.2580257137655836,0.5095573299304982,0.24684787173417394,-0.19871917738063966,0.3003618716406712,0.6215415304883884,0.26158979825847123,0.44896007743006,0.6555034016952717,0.48337789630120825,0.36642556079347777,0.36642556079347777,0.6469444233446683,0.7732913218761153,0.7819606029244826,0.764902659595359,0.9323240591022282,1.0,0.6568096305010515,0.6818420801613396,0.8465063104663179,0.6664961272423756,0.7089695989253522,0.17720269094715496,0.7591920598398644,0.6133752480448091,0.5869721314175639,0.5815953242542562,0.5178080842015338,0.6149916041791282,0.5787631259217196,0.6001149266520525,0.6489762269898974,0.6218856241733639,0.6229021506698281,0.7449089491915415,0.7745182803044273,0.5666044261146892
              Rhodoferax fermentans,0.849789008366986,0.862328842856124,0.7858231892360564,0.8810232169594542,0.7676084283905966,0.802824473686205,0.08686422329599745,0.20840663491622147,0.43650696617974616,-0.10088548038210861,0.5308178626751122,0.005939100256520032,0.22730224493229115,0.6196784677161478,0.2693714936302487,0.21298427585171065,0.393539342186644,0.61186798080903,0.19965707040573752,0.5651602524797255,0.7154505668391432,0.48664006195811005,0.48664006195811005,0.5015706896593801,0.6039994938022435,0.7434586934691687,0.4973593860515108,0.6500255777349536,0.6568096305010515,1.0,0.9374701605169664,0.6500833051620409,0.8954913537244541,0.5389967640701796,-0.0452070024507629,0.6626651172343775,0.778605008277809,0.7435084795996261,0.7794074904783778,0.3750919608520986,0.7197629849177108,0.7135944521471166,0.6702764528582997,0.7278438517981374,0.7755479096594607,0.1477389403083135,0.45821717317161814,0.5750922469458604,0.03825946261486572
              Rhodoferax ferrireducens_A,0.7941283954552123,0.823979426109501,0.7596431506398829,0.8375204030572881,0.798438055589586,0.7713914118024591,0.13566253904314624,0.29600989126960925,0.43529124450511214,-0.09067226360411865,0.5268022213537747,0.040367798793815156,0.22334542539737673,0.6332803470341407,0.3131749553498286,0.24654916892135198,0.3891792672270107,0.6412055357963994,0.19772925605473438,0.5708108015448056,0.7301260179966249,0.5603255085357245,0.5603255085357245,0.48723352877072773,0.5924788178003214,0.736010038313242,0.49128739336819954,0.6425662657863939,0.6818420801613396,0.9374701605169664,1.0,0.6297705066369139,0.882164726153153,0.5438501571185029,-0.030966981052209436,0.6787911669898008,0.8310142472722457,0.7958412058753899,0.838183469126191,0.39430300625651576,0.7602264147320656,0.7700908000717132,0.7387022155077203,0.7194037250167339,0.7428852728796341,0.18773737445855887,0.45721611286974384,0.5803096950613373,0.05099899627461731
              Rhodoferax ferrireducens,0.5435614633340095,0.577269317016294,0.45145885186586593,0.7147206158268617,0.42286289824569406,0.4776584824760779,-0.3335409849836436,-0.18416230343464624,0.06906446153650804,0.062012180676477374,0.4382567807562083,0.01910519410101175,0.31112928376323284,0.30727715657814064,-0.19430437679927615,0.18721353462863255,0.40907361235567186,0.2680299720124333,0.2640724327154424,0.5852775132449982,0.3687362957185512,0.2529067109232324,0.2529067109232324,0.48608654545295865,0.6321431233081857,0.7752980582935308,0.5759101502078332,0.8876956759292642,0.8465063104663179,0.6500833051620409,0.6297705066369139,1.0,0.6674986305803715,0.7365157911781383,-0.04796774265915964,0.789004778356261,0.4981409043297202,0.47874529036190966,0.4879575945497742,0.2678716500941297,0.5134669886680883,0.4796791720563343,0.4764640465732312,0.5091767710351977,0.7544969448553779,0.4302658149799552,0.6110683397136577,0.7182012798496832,0.3885697249629349
              Rhodoferax antarcticus,0.7959801485488,0.8331344377867057,0.7931001708002173,0.8420181795175439,0.8189840409989816,0.8234759378467118,0.1259294590298222,0.2963930988289878,0.46008998670079193,-0.04684353431850628,0.5132711555728344,0.07818714392534645,0.23332618704361055,0.64358350275187,0.3120131792893627,0.30181585427465263,0.4186184251710359,0.6347507769034473,0.2229721172803,0.6200078596759703,0.7223177331396551,0.5547265972381515,0.5547265972381515,0.523199715180312,0.6439567148104296,0.7513796697086251,0.5477561450574571,0.6784736854015407,0.6664961272423756,0.8954913537244541,0.882164726153153,0.6674986305803715,1.0,0.5403693158089758,-0.004039891572008649,0.6375729590268475,0.855982807139558,0.8319028796842716,0.8674058249626945,0.396224824121829,0.7906956116326052,0.8298759665248012,0.7637553711295346,0.6293770092144059,0.7667694679200644,0.20195996604183403,0.38235364530656923,0.5262735192215262,0.05568420138575367
              Rhodoferax sp002413825,0.4071834981456757,0.46661754016924994,0.3472128898019439,0.5832471070083793,0.4628479569441363,0.3748811785895502,-0.23733936246271084,-0.0787181796354544,0.0956329792474019,0.1791849626393829,0.4555520078314607,0.19245245749610312,0.365282882998452,0.3342902458923711,-0.12075325988610955,0.32152944847731124,0.4266545116020865,0.40119579876079253,0.2796338873017597,0.5951853626559819,0.3812701784140541,0.32437393788757934,0.32437393788757934,0.39945392332778323,0.5079212431798378,0.6542130224474058,0.4839857331118429,0.690214697078431,0.7089695989253522,0.5389967640701796,0.5438501571185029,0.7365157911781383,0.5403693158089758,1.0,0.0015754765614822963,0.7945399937778334,0.4962892646208165,0.5293574523660466,0.4196162010050458,0.26651500737485584,0.6074618141654528,0.5520250673835224,0.5590531059937591,0.4371176028352884,0.48853432666263397,0.2938163780405569,0.44528406145978333,0.5693310320745835,0.25829423824446457
              Rhodoferax sp002163715,-0.12293427689831062,-0.11502003307328142,-0.19489512649221732,-0.1337386699423799,0.021327765249282406,-0.20645724983055516,-0.2540256284471057,-0.07997941731564509,0.6622265141435396,0.6483036333106172,0.6752556192569964,0.8120103410967762,0.8124225402656224,-0.0781194154479033,-0.19559092318480772,0.4714793041911837,0.5671191568534593,0.027441072840768042,0.8177273322358621,0.3007087943017775,0.2589709424867155,0.272846207795642,0.272846207795642,0.7149085867883521,0.559921180205043,0.03986558101876577,0.6246884612897281,0.22648308629860006,0.17720269094715496,-0.0452070024507629,-0.030966981052209436,-0.04796774265915964,-0.004039891572008649,0.0015754765614822963,1.0,0.01484367402980019,0.03140026780063653,0.05025931250556736,0.021938322433781476,0.8578573096799282,0.0680428397016368,0.053844151327723744,0.06842828174234541,-0.1076846590239443,-0.06212898256609458,0.18957656184210944,0.06779101720418855,-0.06696338266802282,0.19173725926707483
              Rhodoferax sp002381045,0.551146067019248,0.5968290927230898,0.43424694892917964,0.6942055291237031,0.5048812476886048,0.42674545906176786,-0.16454733620035084,-0.049464141723150015,0.1911852567479791,0.16988391334455516,0.5586901537340871,0.20697915488847496,0.417158103653363,0.4093343224307478,-0.010231636968432649,0.37341387215804217,0.5360748881373715,0.45738198956018544,0.35118525354208746,0.6356239921987538,0.5605346695852377,0.418145718643353,0.418145718643353,0.495697236389615,0.611496039513057,0.78793566587619,0.5645768259013303,0.7760559022518625,0.7591920598398644,0.6626651172343775,0.6787911669898008,0.789004778356261,0.6375729590268475,0.7945399937778334,0.01484367402980019,1.0,0.554786678428835,0.5108319309818911,0.5024685058914811,0.39491991366136403,0.59796825712464,0.49838006174931776,0.5662596519560328,0.6116395995983029,0.6705278855572192,0.3631825441627281,0.6216250792531767,0.7284896066085109,0.3348138751742287
              Rhodoferax sp001871515,0.6986878893719519,0.7548654978372275,0.728974407710271,0.7181919016009405,0.8163643304683011,0.8007897418854448,0.20000679027992002,0.3649783281015808,0.46425950497523255,-0.009242353091404323,0.4938772365689614,0.12807281488367986,0.22786195857923164,0.630527454440345,0.3681046805472133,0.3415453226541353,0.3797622405520567,0.619493003904927,0.2167884929991089,0.5803866708330184,0.6933192619294779,0.5399788453480141,0.5399788453480141,0.45952967739221173,0.5488412485669182,0.6376705261318029,0.4722417548703142,0.5755494464521733,0.6133752480448091,0.778605008277809,0.8310142472722457,0.4981409043297202,0.855982807139558,0.4962892646208165,0.03140026780063653,0.554786678428835,1.0,0.8947419767546716,0.928990743940491,0.4103127707742272,0.8047148065782751,0.8764960137150115,0.8026446353602374,0.5403518224390406,0.5653472681255317,0.21322571654773873,0.3437704210032391,0.4427257422692681,0.038252164829859714
              Rhodoferax sp001771065,0.603661984932924,0.668272781582056,0.667487230939902,0.6558555959597382,0.7939234156076987,0.7212564014483188,0.18250416692830224,0.3403694931755722,0.4484590336493414,0.007484945609484107,0.4194236799179547,0.1346952672387606,0.18880742897538097,0.5809493442647863,0.33903220360115244,0.31296214428419156,0.3639007539436292,0.6106770446282266,0.18389802739018665,0.5504170111443312,0.6575444457079239,0.5122838400106371,0.5122838400106371,0.4352114972328897,0.5226734127982302,0.5474986691427892,0.4388726867012979,0.5184896070888848,0.5869721314175639,0.7435084795996261,0.7958412058753899,0.47874529036190966,0.8319028796842716,0.5293574523660466,0.05025931250556736,0.5108319309818911,0.8947419767546716,1.0,0.8689223106700409,0.41146830480127344,0.8736882030958645,0.9726384012747415,0.8688366535130225,0.5553941128875343,0.515641141089653,0.1756437593692726,0.31156236808744153,0.39784413966118193,-0.007989390677335586
              Rhodoferax sp002786915,0.6736115645958589,0.722920881589273,0.7295239408056878,0.7090385976323117,0.7909221811310067,0.8121788259420855,0.26355351518495707,0.3918992657268678,0.4707262662919465,-0.022285158244729864,0.43926260639407066,0.12773198039726283,0.19831971899571882,0.6542321270586878,0.42653888737938744,0.35086068892404665,0.3766759547326172,0.6546773324620421,0.20108940081650759,0.5740368108951818,0.7192720828228135,0.5982895771756902,0.5982895771756902,0.439608416622036,0.5242407588691336,0.5992639197402275,0.43492727069340864,0.5358102168868225,0.5815953242542562,0.7794074904783778,0.838183469126191,0.4879575945497742,0.8674058249626945,0.4196162010050458,0.021938322433781476,0.5024685058914811,0.928990743940491,0.8689223106700409,1.0,0.40417280198984296,0.7840846834107221,0.8492146040019525,0.7793525179164416,0.524106598361423,0.5564211273271343,0.15752560079833386,0.3213440272757582,0.42416707983513235,0.015483571041467588
              Rhodoferax sp002390825,0.24148454033258956,0.2651397702442511,0.16790804030433185,0.26619908303862166,0.34665001343894136,0.13850261842670075,-0.1525196370314851,0.04799146353381636,0.7739129521253277,0.5858423457453413,0.8312777895401237,0.7710592954787839,0.8434463025104052,0.21939023818113654,-0.013425754236179917,0.5790044375196716,0.7389786456283435,0.3161028355967453,0.838175022627308,0.5575615919595001,0.6107593204056271,0.4962485195957381,0.4962485195957381,0.8792097198187664,0.7992462097328169,0.41705955120555716,0.8110480920990791,0.5412649755015351,0.5178080842015338,0.3750919608520986,0.39430300625651576,0.2678716500941297,0.396224824121829,0.26651500737485584,0.8578573096799282,0.39491991366136403,0.4103127707742272,0.41146830480127344,0.40417280198984296,1.0,0.44499516493089186,0.40072831224780453,0.426101259313752,0.31347522657485727,0.2951278840754861,0.3343633440167205,0.33986299690655963,0.26236975033484905,0.25392366479777007
              Rhodoferax sp002842265,0.5980990441279784,0.6496721514000311,0.6255698438740939,0.6576137633173358,0.7228220421181492,0.6451012084740856,0.12428404735265942,0.2832826947055652,0.4210295128675866,0.053614183389866746,0.4388940200652026,0.1618522843183202,0.2265212406573995,0.5540540220996426,0.27522936476372795,0.31168403031315595,0.40848267617765144,0.5702221477266326,0.2280815861282758,0.5397204576350019,0.660697547341245,0.5239814914209453,0.5239814914209453,0.4600468138224785,0.5541527976647438,0.5731458136022979,0.4732681257687877,0.5673136379119629,0.6149916041791282,0.7197629849177108,0.7602264147320656,0.5134669886680883,0.7906956116326052,0.6074618141654528,0.0680428397016368,0.59796825712464,0.8047148065782751,0.8736882030958645,0.7840846834107221,0.44499516493089186,1.0,0.8942857630604222,0.9508875690580476,0.6108113557130216,0.5251331651104538,0.24008458234442867,0.37934591218355745,0.4691757325245729,0.06038299211631758
              Rhodoferax sp002789915,0.5818016877282367,0.6522958453199769,0.6604005417837476,0.6428402653116825,0.7862554727129807,0.6998463142358108,0.1890202653653574,0.35078293998146154,0.450806963488438,0.013908506494168986,0.3944087129303383,0.14152562531075988,0.17472252636460883,0.5834113959839844,0.34126496473018786,0.31800924763791855,0.3632770237666885,0.6054866875489578,0.1853619247253878,0.5480265539217676,0.6662816784174366,0.5396220561035907,0.5396220561035907,0.43213642322317886,0.526100622880018,0.5473548409887111,0.44027453368128483,0.5283213077658565,0.5787631259217196,0.7135944521471166,0.7700908000717132,0.4796791720563343,0.8298759665248012,0.5520250673835224,0.053844151327723744,0.49838006174931776,0.8764960137150115,0.9726384012747415,0.8492146040019525,0.40072831224780453,0.8942857630604222,1.0,0.8893369737535275,0.5456172224779405,0.4903958625463262,0.17676443346614157,0.2905607928859382,0.40169626796719005,-0.01242544302221359
              Rhodoferax sp002784245,0.530856264753979,0.5838544955528737,0.5724021359452824,0.5959548330463571,0.6958013351657271,0.594905572655381,0.1420211071088428,0.29699077009202746,0.3971168333963473,0.046053355579282834,0.38364908434461803,0.15654325323604776,0.1917916072585763,0.5096203445035477,0.28338598123184794,0.2946010189048967,0.37720618050999866,0.5286574843127823,0.20101867272035287,0.5098117952461533,0.6307726101750109,0.49898936545090006,0.49898936545090006,0.4441431086845316,0.5328667985972472,0.5516481371124541,0.4541323083853811,0.542402322883456,0.6001149266520525,0.6702764528582997,0.7387022155077203,0.4764640465732312,0.7637553711295346,0.5590531059937591,0.06842828174234541,0.5662596519560328,0.8026446353602374,0.8688366535130225,0.7793525179164416,0.426101259313752,0.9508875690580476,0.8893369737535275,1.0,0.5885036540970263,0.494926632348463,0.21102513948065463,0.3422738603569729,0.42634870989785345,0.04170854097296307
              Rhodoferax sp002422455,0.5954365537006874,0.6070239614508649,0.5501940898153189,0.6343583319150219,0.5273167317503797,0.44508928808986215,0.13908481747122234,0.20724365547961282,0.2942489841097695,0.048546031958444646,0.3344290454431973,0.07326677378743543,0.16430146734018683,0.4425871107465977,0.2836926446442354,0.24473326371715334,0.44364006080274,0.4659834791184381,0.16460056837828424,0.48976767321009,0.6384887716958471,0.4245903269250915,0.4245903269250915,0.2922735327323255,0.4229353132725549,0.6324961976214849,0.3639716519833256,0.5657993105821013,0.6489762269898974,0.7278438517981374,0.7194037250167339,0.5091767710351977,0.6293770092144059,0.4371176028352884,-0.1076846590239443,0.6116395995983029,0.5403518224390406,0.5553941128875343,0.524106598361423,0.31347522657485727,0.6108113557130216,0.5456172224779405,0.5885036540970263,1.0,0.6770725614689167,0.3386348759268808,0.5184206588581761,0.6122576977715628,0.20011289904303792
              Rhodoferax sp003133245,0.7253103255378361,0.7219099665438796,0.6407717664033296,0.7510506039550197,0.6105350501833369,0.6394890336343692,-0.037168891345521475,0.09491348357309744,0.29852154676987885,-0.1026551101985197,0.4338050389431647,-0.03476364614084979,0.1864028668667969,0.4461267046065755,0.11558373051130043,0.12888393868942144,0.3252749065093439,0.3936905531430881,0.18003641295110132,0.5100362779853944,0.5309997202363417,0.37281005687398416,0.37281005687398416,0.4165444713615509,0.5400828222856712,0.8036427304876922,0.4610059518119304,0.6819788540120293,0.6218856241733639,0.7755479096594607,0.7428852728796341,0.7544969448553779,0.7667694679200644,0.48853432666263397,-0.06212898256609458,0.6705278855572192,0.5653472681255317,0.515641141089653,0.5564211273271343,0.2951278840754861,0.5251331651104538,0.4903958625463262,0.494926632348463,0.6770725614689167,1.0,0.18027679348941125,0.34943950575520405,0.48863818016615934,0.09164627502801802
              Hydrogenophaga pseudoflava,-0.0009355823777535322,-0.0009327252496729322,-0.15471222902538567,0.0679689730340698,-0.018287256238045845,-0.1655537854978327,-0.4420759202905081,-0.33428360234518223,-0.10986167131202601,0.5244588473594631,0.2863059832064214,0.2722003695077039,0.40195451942045796,-0.16884393306485554,-0.34945926172206565,0.22470512905833065,0.5239502912024756,-0.08946272867226615,0.39206388323717567,0.3721589414247174,0.16846137907771036,0.1929550580661764,0.1929550580661764,0.3790944348983388,0.46849972431219744,0.4413380758158336,0.5454815649315475,0.577954763053666,0.6229021506698281,0.1477389403083135,0.18773737445855887,0.4302658149799552,0.20195996604183403,0.2938163780405569,0.18957656184210944,0.3631825441627281,0.21322571654773873,0.1756437593692726,0.15752560079833386,0.3343633440167205,0.24008458234442867,0.17676443346614157,0.21102513948065463,0.3386348759268808,0.18027679348941125,1.0,0.8038395899875925,0.6233169719467472,0.8767985548335493
              Hydrogenophaga sp002001205,0.30819851047990837,0.2798004714529616,0.09360036783762499,0.3704181647555408,0.0953211565124866,0.0852047510803656,-0.4476945019864987,-0.3743827621731936,-0.055988127253581044,0.3233925692116858,0.3999892961232223,0.11903056110925841,0.4010221098078125,-0.008799360861357668,-0.33012021368789296,0.17386781198618748,0.5323035091797441,0.063086727424095,0.3391119356719555,0.45238071227883375,0.31425833985936186,0.16809162566857447,0.16809162566857447,0.46467867825337433,0.5820074698481668,0.5789058554286532,0.6046657087055914,0.691733086097702,0.7449089491915415,0.45821717317161814,0.45721611286974384,0.6110683397136577,0.38235364530656923,0.44528406145978333,0.06779101720418855,0.6216250792531767,0.3437704210032391,0.31156236808744153,0.3213440272757582,0.33986299690655963,0.37934591218355745,0.2905607928859382,0.3422738603569729,0.5184206588581761,0.34943950575520405,0.8038395899875925,1.0,0.86202072895782,0.8043202144881156
              Hydrogenophaga sp003509765,0.4493840444819543,0.4501066670171107,0.2705580475892156,0.5535616695516753,0.21621529434942247,0.2524418759261219,-0.32136662071530686,-0.22797697671888742,-0.02361680883427117,0.17552512320315317,0.4014495027096616,0.053571801666123214,0.3407268102711331,0.1945758863924553,-0.18437971744808232,0.23509577309568386,0.5171718241153954,0.2299833476231303,0.2908149789969361,0.4435810290107032,0.398371745119642,0.21180281215842814,0.21180281215842814,0.47602080929032253,0.6323946755973552,0.6887939021180887,0.6074848781779691,0.7497461008998373,0.7745182803044273,0.5750922469458604,0.5803096950613373,0.7182012798496832,0.5262735192215262,0.5693310320745835,-0.06696338266802282,0.7284896066085109,0.4427257422692681,0.39784413966118193,0.42416707983513235,0.26236975033484905,0.4691757325245729,0.40169626796719005,0.42634870989785345,0.6122576977715628,0.48863818016615934,0.6233169719467472,0.86202072895782,1.0,0.5896364593894344
              Hydrogenophaga flava,-0.06244721237746908,-0.11661751632215671,-0.28871093819138977,-0.022525804514681468,-0.17855106866430784,-0.27785263298805735,-0.5909741971983946,-0.5324805270285108,-0.2059572754974329,0.5864602873521639,0.2743358769734034,0.25456285954047647,0.44009909233328376,-0.319586350116383,-0.5274442222409038,0.15677736419305516,0.5241568379647308,-0.23952491577979731,0.39455898141542567,0.3546008548916676,0.009985898418445606,0.10730792114174864,0.10730792114174864,0.34235074962475653,0.418505972759576,0.3849045218651478,0.5177496935438004,0.5269199300248842,0.5666044261146892,0.03825946261486572,0.05099899627461731,0.3885697249629349,0.05568420138575367,0.25829423824446457,0.19173725926707483,0.3348138751742287,0.038252164829859714,-0.007989390677335586,0.015483571041467588,0.25392366479777007,0.06038299211631758,-0.01242544302221359,0.04170854097296307,0.20011289904303792,0.09164627502801802,0.8767985548335493,0.8043202144881156,0.5896364593894344,1.0
